1.jpg psrn: 17.35094984190695, ssim: 0.8103972130966429
49.jpg psrn: 27.23383963206258, ssim: 0.9352426886933859
5.jpg psrn: 23.04897744475122, ssim: 0.8739959114463076
50.jpg psrn: 23.273333663442592, ssim: 0.8572948782678923
51.jpg psrn: 23.92281064266209, ssim: 0.8927570097300798
52.jpg psrn: 22.347568228817526, ssim: 0.9163561503256337
53.jpg psrn: 20.404869616664193, ssim: 0.8203125024542576
54.jpg psrn: 25.617266356342952, ssim: 0.875731258426569
55.jpg psrn: 21.638047363861205, ssim: 0.8519127702502143
56.jpg psrn: 28.341228081986873, ssim: 0.9337107522111848
57.jpg psrn: 13.795993923468641, ssim: 0.7788654329923826
58.jpg psrn: 25.07688620072145, ssim: 0.910071948586424
59.jpg psrn: 22.010416406351112, ssim: 0.8819072217869902
6.jpg psrn: 23.557642970964224, ssim: 0.9225298164709751
60.jpg psrn: 19.470067280510715, ssim: 0.7969257704388534
61.jpg psrn: 19.637916813911517, ssim: 0.8397114038493488
62.jpg psrn: 27.190865997751537, ssim: 0.9192102960285037
63.jpg psrn: 22.603823344245804, ssim: 0.8719899896109616
64.jpg psrn: 23.520005215831556, ssim: 0.8635687407655936
65.jpg psrn: 14.397072262745244, ssim: 0.7963986630924342
66.jpg psrn: 15.824971231717962, ssim: 0.7536811062106917
67.jpg psrn: 26.445963379760165, ssim: 0.9323354083953758
68.jpg psrn: 26.089942314750225, ssim: 0.910329287965915
69.jpg psrn: 17.707859388587252, ssim: 0.8198023087780704
7.jpg psrn: 16.880858334342626, ssim: 0.8684481269381882
70.jpg psrn: 15.467112245368565, ssim: 0.7903991906907323
71.jpg psrn: 18.03898039724981, ssim: 0.7168979547530682
72.jpg psrn: 23.285421739441425, ssim: 0.9008821302413589
73.jpg psrn: 19.07748909877712, ssim: 0.8556866044109817
74.jpg psrn: 24.942690216816125, ssim: 0.9166622431261917
75.jpg psrn: 21.51930226000015, ssim: 0.8728324916910545
76.jpg psrn: 21.493082234965097, ssim: 0.8552486947461961
77.jpg psrn: 27.825393433354183, ssim: 0.9116058479014777
78.jpg psrn: 25.01475957350371, ssim: 0.9166595362548243
79.jpg psrn: 22.209939306633775, ssim: 0.8969852780830939
8.jpg psrn: 19.23381408341152, ssim: 0.883824141307381
80.jpg psrn: 21.391213462723385, ssim: 0.8986021473157058
81.jpg psrn: 23.75689479494373, ssim: 0.9023836379874054
82.jpg psrn: 24.32370691967722, ssim: 0.9414168755482009
83.jpg psrn: 17.918797690226494, ssim: 0.8000947728128284
84.jpg psrn: 14.482992935061858, ssim: 0.8141721285420648
85.jpg psrn: 16.730096771353725, ssim: 0.7762494545750142
86.jpg psrn: 22.758276091180516, ssim: 0.8809741208236863
87.jpg psrn: 24.967947322418695, ssim: 0.930464820007999
88.jpg psrn: 24.822653762045817, ssim: 0.8733780620800853
89.jpg psrn: 24.35371852848099, ssim: 0.8452375604425746
9.jpg psrn: 21.96725887894231, ssim: 0.9064036809197034
90.jpg psrn: 24.45907014062906, ssim: 0.8707599329025935
91.jpg psrn: 19.79807299484265, ssim: 0.8687829934530313
92.jpg psrn: 24.01888088803051, ssim: 0.8942339942258736
93.jpg psrn: 24.534226040121318, ssim: 0.8927523107419283
94.jpg psrn: 21.747629982227494, ssim: 0.8369996537651955
95.jpg psrn: 21.146817687315846, ssim: 0.8897726853857972
96.jpg psrn: 14.19649377311478, ssim: 0.785003603842739
97.jpg psrn: 19.622816299505207, ssim: 0.8581219461785906
98.jpg psrn: 21.150599906412715, ssim: 0.8762866690560651
99.jpg psrn: 26.542897150531786, ssim: 0.8988076363235482
Average psnr:    21.840581824748778
Average ssim:    0.8625500605525376
