1.jpg psrn: 15.554334701304551, ssim: 0.7119474709185051
39.jpg psrn: 15.054465942436462, ssim: 0.6305317689580416
4.jpg psrn: 15.108581472419198, ssim: 0.6308025162116483
40.jpg psrn: 11.942684702951336, ssim: 0.6517571650375955
41.jpg psrn: 15.686698294992379, ssim: 0.7106888524325892
42.jpg psrn: 16.82610458171197, ssim: 0.8053485550595759
43.jpg psrn: 22.214946557539008, ssim: 0.8602664500132727
44.jpg psrn: 15.011691971087256, ssim: 0.6469202494761187
45.jpg psrn: 16.039233046151153, ssim: 0.6063923833256119
46.jpg psrn: 16.034887643591745, ssim: 0.6731849923856809
47.jpg psrn: 11.037124597265946, ssim: 0.6330920541385695
48.jpg psrn: 14.374063933987989, ssim: 0.6467131384698963
49.jpg psrn: 19.042055933695814, ssim: 0.6844703302433288
5.jpg psrn: 8.36319328559048, ssim: 0.5566053850108473
50.jpg psrn: 20.48709862801102, ssim: 0.8434682784327046
51.jpg psrn: 16.683568342744415, ssim: 0.8190486115949547
52.jpg psrn: 22.48836233736093, ssim: 0.709078829969121
53.jpg psrn: 19.738695458801896, ssim: 0.7648452635694859
54.jpg psrn: 15.65931673894449, ssim: 0.7047169076170291
55.jpg psrn: 15.341627146256798, ssim: 0.6788947010612018
56.jpg psrn: 16.61210842851385, ssim: 0.806622366518488
57.jpg psrn: 17.78999034837517, ssim: 0.7669910302361366
58.jpg psrn: 14.375400081428484, ssim: 0.6650715096309668
59.jpg psrn: 12.726626598241648, ssim: 0.6855142852824597
6.jpg psrn: 11.670321081270053, ssim: 0.5613257603293534
60.jpg psrn: 11.021977336751384, ssim: 0.5958637868367127
61.jpg psrn: 18.113211184378585, ssim: 0.8086877092111782
62.jpg psrn: 11.673168011184929, ssim: 0.6283594821759485
63.jpg psrn: 13.56161208811574, ssim: 0.6843680403995217
64.jpg psrn: 17.088726343471368, ssim: 0.7280749705090818
65.jpg psrn: 18.419875053263386, ssim: 0.7739822983839484
66.jpg psrn: 15.110421994405502, ssim: 0.7199140125210121
67.jpg psrn: 12.265904657443983, ssim: 0.6870710824704486
68.jpg psrn: 14.756013506153725, ssim: 0.6624070961237235
69.jpg psrn: 16.490478765722067, ssim: 0.6773102333704148
7.jpg psrn: 19.189782203791687, ssim: 0.811101852533105
70.jpg psrn: 20.617180341884538, ssim: 0.73026836820251
71.jpg psrn: 15.261607744117642, ssim: 0.6518523921084638
72.jpg psrn: 17.414144037901977, ssim: 0.6961193831291679
73.jpg psrn: 11.240276525753686, ssim: 0.67407969804391
74.jpg psrn: 21.055991620284434, ssim: 0.7270307770899098
75.jpg psrn: 14.218161769732758, ssim: 0.6620053957746332
76.jpg psrn: 14.20885000417465, ssim: 0.7742215830152547
77.jpg psrn: 18.891129807239903, ssim: 0.7878959788730189
78.jpg psrn: 13.938728099854893, ssim: 0.7205932097168638
79.jpg psrn: 18.157983467903314, ssim: 0.732012062111916
8.jpg psrn: 19.687026997655458, ssim: 0.8132934294616913
80.jpg psrn: 19.63990065732358, ssim: 0.801426946595471
81.jpg psrn: 22.965182788325002, ssim: 0.8279652310448465
82.jpg psrn: 18.751903358956728, ssim: 0.8162923277463546
83.jpg psrn: 15.13749084527072, ssim: 0.8344833572212588
84.jpg psrn: 16.825124722795422, ssim: 0.7676478874711395
85.jpg psrn: 21.539367474494103, ssim: 0.8237230743233527
86.jpg psrn: 15.08592514286381, ssim: 0.703804049025028
87.jpg psrn: 18.209396697699578, ssim: 0.7692302341427588
88.jpg psrn: 13.358638731622053, ssim: 0.6727714884650723
89.jpg psrn: 14.543813531293877, ssim: 0.6575273508757004
9.jpg psrn: 10.174673668480029, ssim: 0.5448562226495542
90.jpg psrn: 16.317921026355716, ssim: 0.7276307956564326
91.jpg psrn: 12.491045324196609, ssim: 0.6408984349177257
92.jpg psrn: 17.68455941487956, ssim: 0.7073721009346574
93.jpg psrn: 13.909605615381725, ssim: 0.7218765128783019
94.jpg psrn: 18.20808199340973, ssim: 0.5667099737675082
95.jpg psrn: 12.20162293340456, ssim: 0.6409636057388649
96.jpg psrn: 11.393895398627, ssim: 0.6813621436923305
97.jpg psrn: 14.565429566501408, ssim: 0.7132031454493175
98.jpg psrn: 17.847587276136203, ssim: 0.7640435881744874
99.jpg psrn: 20.29730451033934, ssim: 0.8250558056120553
Average psnr:    15.768309433959898
Average ssim:    0.7048573118007329
